iteration,train_loss,val_loss
0,4.855409145355225,3.6600871086120605
1,3.684612989425659,2.7282631397247314
2,2.81174373626709,2.0417938232421875
3,2.0839121341705322,1.5436410903930664
4,1.6362260580062866,1.1791326999664307
5,1.2444490194320679,0.9112905263900757
6,0.9616697430610657,0.7160688042640686
7,0.7679670453071594,0.5741154551506042
8,0.6241046786308289,0.4706825911998749
9,0.5070917010307312,0.3952818810939789
